,tweet_id,tweetText,polarity_value,polarity_type,topic,set
4051,ID:168645235486887936,¿Y debería ser  compatible la tarjeta dorada y el abono de transporte gratuito para mayores con el visón y las dos casas?,N,AGREEMENT,economía,train
4054,ID:168672219717832705,"“ja, ja, ja!!! Me sobrevaloras @Nica_Neri: @Buenafuente hazme un hijo que no quiero que me lo haga un mediocre.”",P,DISAGREEMENT,entretenimiento,train
4055,ID:168735627678986240,"Gracias, Fernando. RT“@radiocable: @Enric_Hernandez muy buena idea! Y muy agil decision!”",P,AGREEMENT,entretenimiento,train
4056,ID:168739277289697280,#YesWeSpainISDIFFERENT  time!!!;) vamossssss!!!;),P,AGREEMENT,entretenimiento,train
4058,ID:168743864432201729,La Reforma Laboral no supone ningún recorte social y favorece la empleabilidad y las oportunidades,P,AGREEMENT,política,train
4061,ID:168763133861699584,"Mañana denunciaremos en @13tv_AlDia , con imágenes, la agresión a los profesionales d @13television por parte d algunos 'amigos' d Garzón",N,AGREEMENT,política,train
4063,ID:168777782304841729,"A mi me da miedo cuando se grita, para defender a Garzón, que hay otra justicia que es la de la calle. Tremendo",N,DISAGREEMENT,política,train
4064,ID:168779819901911040,Los griegos provocando a la poli como si fueran 15m,N,AGREEMENT,otros,train
4065,ID:168786803317415936,@germanyanke Eso es que no tienes la conciencia tranquila... Ja,N,AGREEMENT,otros,train
4066,ID:168789789053685760,"Espero tu opinión “@FranGranado: Tras acabar los exámenes, toca sustituir los tipos de aceros y motores por EPN de @pedroj_ Que ganas!”",P,AGREEMENT,otros,train
4067,ID:168791384030052354,RT“@AlertaNews24: Policía en Atenas intenta dispersar con gases lacrimógenos a manifestantes que tratan de reunirse en Plaza Syntagma.,N,AGREEMENT,política,train
4068,ID:168795746613735424,"Cuantos recuerdos ver al gran Roberto Carlos en el Bernabéu,tristeza de ver como los años pasan e ilusión de ver un grande como Roberto .",P,DISAGREEMENT,fútbol,train
4069,ID:168826916164472833,"Q bueno dormir a 10 puntos,mañana a esquiar por primera vez,nunca pensé q diría esto con 35 años pero ya me toca.",P,AGREEMENT,deportes,train
4070,ID:168831248188444672,Today with the penguins! Definitely friendlier!! Hoy con los pingüinos! definitivamente más amigables! Shak http://t.co/wague1kx,P,AGREEMENT,otros,train
4072,ID:168833726111956992,"Listas de espera al alza en Catalunya, estallido en Grecia y debate #EntreTodos sobre la #refomalaboral. http://t.co/PIZAYzPe#portadaEPC",N,AGREEMENT,política,train
4074,ID:168836236918784001,Aveces es divertido ver como los que te desean lo peor tienen que soportar que te ocurra lo mejor.  :0),P,DISAGREEMENT,otros,train
4077,ID:168942193829089280,Se confirma mi alejamiento del mundo; no sé quién es Adele.,N,AGREEMENT,otros,train
4078,ID:168947454660718594,"Buenos días! Camino de @anarosaq para hablar de Urdangarin, ref laboral, blanco, bronca en Psoe Sevilla, casi ná",N,AGREEMENT,política,train
4084,ID:168963976829472768,La @diputacionMLG abre el departamento de Consumo y Arbitraje  http://t.co/XIgOEK12,P,AGREEMENT,política,train
4086,ID:168999047435259904,Interesante! RT En @La_SER estrenamos sección de tele http://t.co/8alPMFbA ¡No te la pierdas!,P,AGREEMENT,entretenimiento,train
4087,ID:169002942400184320,"Ademas , que sentido tiene que desde el gobierno andaluz imponga una subasta de medicamentos cuando no tienen competencia en ello?",N,AGREEMENT,política,train
4088,ID:169010716722999296,Hoy nos acompaña @AlfonsoAlonsoPP en Carmona donde celebramos el Comité de Dirección del @GPPopular. Podéis seguirlo en javierarenas.es,P,AGREEMENT,entretenimiento,train
4089,ID:169016746655752192,Maria Peral va a anunciar en EM.es el archivo por prescripción de la causa contra Garzón por los pagos de los cursos de Nueva York.,N,AGREEMENT,política,train
4090,ID:169018348837933056,"Hemos presentado un importante proyecto para #sevillahoy:las Naves del Barranco, q generará empleo de forma directa e indirecta en la ciudad",P,AGREEMENT,política,train
4092,ID:169036846041530368,Calidad y libertad en la educación pública como señas de identidad del gobierno del cambio http://t.co/SD8uhNIb @javierarenas_pp,P,AGREEMENT,política,train
4093,ID:169042765890584576,"Dice  Elena Valenciano que Veira (hombre de Zarrías y Rubal) tomó la decisión de dimitir contra Griñán ""él solito"". ¿Alguien se lo cree?",N,AGREEMENT,política,train
4094,ID:169046556534784000,"Nunca la final de la copa del rey en el Bernabéu,porque el Madrid no pudo jugar la final de copa del rey contra el Zaragoza en el camp nou?",N,AGREEMENT,fútbol,train
4095,ID:169048642907406337,. @esperanzaona asegura que la subasta de medicamentos acaba con la libertad de prescripción #elcambioandaluz http://t.co/Yvkor6wF,N,AGREEMENT,política,train
4097,ID:169052812624404481,Cuando lo que se perjudica es lo esencial: la salud   http://t.co/Hc95Zb3d @eliasbendodo @esperanzaona @javierarenas_pp,N,AGREEMENT,política,train
4100,ID:169063342026129409,Ahora una siesta twitteros hasta luego grandes.,P,AGREEMENT,fútbol,train
4102,ID:169068011800625152,Disculpas y corrección. PP y CEOE Dixit .,P,AGREEMENT,política,train
4103,ID:169075655428931585,La oposición avisa a #Dívar de la crisis de credibilidad del poder judicial a cuenta de casos #garzon y #urdangarin http://t.co/iWAXvZ09,N,AGREEMENT,política,train
4105,ID:169083997304000512,Debemos  conseguir la #excelencia educativa basandonos en  tres pilares,P,AGREEMENT,política,train
4106,ID:169084317673328640,y la igualdad de #oportunidades para conseguir mejorar los niveles educativos de la #Comunidad Autónoma,P,AGREEMENT,política,train
4107,ID:169099577440468992,Gracias Dani! RT @Daniruna @Tonicanto1 Aquí tienes tu artículo de El Mundo ed. Valencia en mejor calidad. ;-) http://t.co/nAT7JrlH,P,AGREEMENT,política,train
4108,ID:169101179123535873,Cómo me gusta la historia de Estrella y qué importante es poner en valor a nuestros investigadores. Vía @Elmundoes http://t.co/5OmDbJYy,P,AGREEMENT,entretenimiento,train
4109,ID:169101797141647361,Entonces... Garzón cometió delito... pero hace demasiado tiempo como para acordarnos... Vale.,N,AGREEMENT,política,train
4110,ID:169106361882382336,El problema de acusar a Garzón de una extorsión del 243 es que todos los extorsionados dirían que pagaron con gusto. Pero habría partido.,N,AGREEMENT,política,train
4113,ID:169128247701934080,OYE FELICIDADES @txamu !!! feliz final de día brindo por ti!,P,AGREEMENT,entretenimiento,train
4115,ID:169130287501033472,Dívar y la polémica del Mandingo http://t.co/TJtSIohG #Hitazo.,N,AGREEMENT,cine,train
4116,ID:169132789055225858,"Eso es RT @chikostra: @mitaddoble @mariviromero Sin duda, El tiempo entre costuras… Tanger, calor, aventuras y todo magníficamente relatado.",P,AGREEMENT,literatura,train
4119,ID:169142449078415362,“@BorjaThe1: @Edurnity Dónde se puede ver Grease ??? Un beso guapa ;)” En el teatro Arteria Coliseum en Gran Vía ,P,AGREEMENT,música,train
4121,ID:169166265628372992,Cada día me cae mejor @crispedroche ... Buena gente...,P,AGREEMENT,entretenimiento,train
4122,ID:169169955827359744,¿Juega algún francés en el Sevilla? Flipo con el mensaje de las camisetas de sus jugadores http://t.co/lRQTgrWp Factoría Del Nido,N,AGREEMENT,fútbol,train
4123,ID:169169971501481984,y para @LosClones :Me la pido! “@emiliodrio: Garzonitas podría ser una entrada del magistral Diccionario de Coll @PilarGGranja  @cultrun”,P,AGREEMENT,otros,train
4124,ID:169172351815139328,"Como tenga q salir, vaya papelón con la camiseta ""superior"" RT “@agusperezblanco: @RodrigoBlazquez escudé es francés pero hoy no juega...”",N,AGREEMENT,fútbol,train
4125,ID:169175730423472129,@santiagocervera @angelgarridog @ccifuentes tengo trabajo municipal el viernes aquí ;-)) pero el sábado muy tempranito estoy en Sevilla,P,AGREEMENT,entretenimiento,train
4126,ID:169176227117137920,@ccifuentes @santiagocervera @angelgarridog ;-)))))) eso es;-))),P,AGREEMENT,entretenimiento,train
4127,ID:169176887300587521,siguiendo a @SiempreAsiMlaga ;-))) gran lugar y muchos buenos ratos allí ;-)),P,AGREEMENT,otros,train
4129,ID:169180129833127937,Mas #EREs @pepegrinan ? uf!El Tribunal de Cuentas pide revisar las subvenciones del Plan de Empleo de la Bahía de Cádiz http://t.co/vsqm4UgJ,N,AGREEMENT,entretenimiento,train
4130,ID:169181172801339392,. @javierarenas_pp  propone la Ley d Transparencia y Buen Gobierno y la Ley de Autónomos y d Emprendedores en Andalucía http://t.co/fGu6mf84,P,AGREEMENT,política,train
4131,ID:169183257831800832,La @diputacionMLG  destinará 800.000 euros para reforestar la Serranía de Ronda @eliasbendodo @jjbernalortiz http://t.co/xxCoJj1K,P,AGREEMENT,política,train
4132,ID:169184287042711553,El Museo Carmen Thyssen recibe 200.000 visitantes y supera las previsiones iniciales http://t.co/sLqtHIad #malaga @malaga,P,AGREEMENT,otros,train
4133,ID:169190310826606593,“@EliaGalera: @PaulaVazquezTV tweeteando en la gala?Q vergüenza!! Y pidiendo la wifi!! http://t.co/4vtnGzTm”Jaaa!Pero si no tenia cobertura!,N,AGREEMENT,entretenimiento,train
4135,ID:169204047017021440,"Moody's rebaja la nota a España, Italia y Portugal  http://t.co/A5zSu3Lp via @el_pais",N,AGREEMENT,otros,train
4136,ID:169208468098650112,Ministro@jmsoria: ¿De veras tendremos debate de #renovables  mañana sin presencia de un experto de su ministerio?,N,AGREEMENT,entretenimiento,train
4145,ID:169333014361411584,"RT @blogsdepolitica: España podría pagar multas por el alto paro, con la nueva normativa europea, con porcentajes sobre el PIB hasta el 1%",N,AGREEMENT,política,train
4147,ID:169337452606144512,Kissinger!“@angelgarridog: De la cena de Garzón lo más alucinante es lo de 27 botellas de vino para 25 personas. ¿Quién bebió sólo una? :-)”,N,AGREEMENT,política,train
4148,ID:169338733148127233,"Cenas de 4.500 dólares en NYC , 26 botellas de vino.Como se lo montan Baltasar Garzón y Felipe González! Paga la banca http://t.co/XNxg2791",N,AGREEMENT,economía,train
4149,ID:169342970552778752,"Buenos días, gente. Feliz día de los @rutipiluti y yo.",P,AGREEMENT,otros,train
4150,ID:169343836773040128,"Viendo los apoyos internacionales confirmo: Critican la reforma los mismos inmovilistas que nos dejaron 5,3 mill parados.Y encima aleccionan",N,AGREEMENT,política,train
4151,ID:169359085010034689,Otra muy buena subasta. El Tesoro coloca el máximo previsto por debajo del 2% en letras a 12 meses http://t.co/HQbF6UH0,P,AGREEMENT,economía,train
4152,ID:169362805114413057,Feliz día de San Valentín a todos!!!❤,P,AGREEMENT,música,train
4153,ID:169376485965168640,"Se me ha estropeado la caldera. Un técnico llega a los 3d, sin piezas y dice q volverá pasado mañana. #nadietrabaja 1/2",N,AGREEMENT,otros,train
4156,ID:169382741702483969,"Soraya Rodriguez, PSOE ""votaremos que sí a la reforma del sistema financiero porque queremos  hacer oposición útil"" #Congreso",P,AGREEMENT,política,train
4158,ID:169391748815130625,"He escuchado a Rajoy decir que ""el mayor desprecio es no hacer aprecio"" y pensé que hablaba de Fitch. Pues no. Es por Contador y Nadal. País",N,AGREEMENT,política,train
4159,ID:169393162673065984,"Y mi preferida , la tengo de salvapantallas en el móvil! http://t.co/CooE4jMs",P,AGREEMENT,entretenimiento,train
4160,ID:169394264445427712,"Empieza la oposición útil: el PSOE apoyará la primera gran reforma del PP, la del sistema financiero. http://t.co/QOsAt98A",P,AGREEMENT,política,train
4161,ID:169396577230794753,Mas #EREs . Hasta donde llega la sombra de la corrupcion institucionalizada ? la respuesta la tiene: @pepegrinan  http://t.co/svvB3bvK,N,AGREEMENT,entretenimiento,train
4162,ID:169398604929318913,"El Gobierno traslada informalmente que sus previsiones de déficit son las mismas, Desmiente a la fuente de Reuters",N,AGREEMENT,política,train
4163,ID:169399845239529472,Lo que faltaba: Bruselas sospecha que el Gobierno infló el déficit y que está retrasando los recortes  http://t.co/rf7Sag2U via @el_pais,N,AGREEMENT,política,train
4164,ID:169412344437424128,"El Gobierno de Mariano Rajoy ha desmentido ""tajantemente"" las sospechas de Bruselas sobre las cifras oficiales del déficit público. EP",N,AGREEMENT,política,train
4166,ID:169412972765134848,"Ya hay más informaciones que desmienten RT.@anabelenroy_tve El Gobierno  ha desmentido ""tajantemente"" las sospechas de Bruselas. EP",N,AGREEMENT,política,train
4168,ID:169414090912055296,"A las 17.45 viene al estudio de #JELO  Alicia Sanchez Camacho, seguramente la mujer con más poder hoy en Cataluña.",P,AGREEMENT,política,train
4169,ID:169434185310797824,"Rehn desmiente en bloque a Reuters x""incorrecta y engañosa"",no concreta análisis sobre el déficit de 2011 xq está en curso vía @basteiro",N,AGREEMENT,política,train
4170,ID:169444837215567872,"Tanto miente el que edulcora o niega la crisis, como el que cabalga en el catastrofismo para amenazar miedo.",N,AGREEMENT,política,train
4171,ID:169451501989806081,"Si el Gobierno quiere desmentir que el déficit está inflado, debería detallarlo. Aún no hay datos oficiales de las autonomías y es clave.",N,AGREEMENT,política,train
4172,ID:169463111651295232,"Hoy m acompañan en @DHAM_13tv y @13tv_AlDia JA Blay, @nereaalzola , @JesusCintora @GOTZONEMORA JA Vera y Diego Armario",P,AGREEMENT,entretenimiento,train
4173,ID:169469898773368833,"RT ""@RguezBurgos: El Ibex sigue paradito. Apenas baja 19 centésimas. Ni Moody´s, ni Reuters, ni la UE mueven a la bolsa.Impertérrita”",N,AGREEMENT,economía,train
4175,ID:169475848783667200,Sigue la polémica sobre el escenario de la final de Copa ¿Debería celebrarse en el Bernabéu?,N,AGREEMENT,fútbol,train
4176,ID:169484571262451712,"Para los vergonzosos que, siéndolo, no dicen que son de derechas: es más original decir que son agentes dobles que eso de que son de centro.",N,AGREEMENT,política,train
4179,ID:169494700494036992,Persecución de los xtianos en la India. Hablamos con un obispo de la zona. @TelediarioInter 20:30,N,AGREEMENT,entretenimiento,train
4180,ID:169514355866607616,Basagoiti: no asumen q somos mejores. Pues q les den... #Guiñoles,N,DISAGREEMENT,otros,train
4183,ID:169521847128436737,"ZP lo paró...El Gobierno iniciará la remodelación del paseo marítimo de Fuengirola este año"" http://t.co/bV7jvYUG enhorabuena @esperanzaona",P,DISAGREEMENT,política,train
4185,ID:169522745565126656,abc.es: Basagoiti exige a ETA su disolución y la reinserción individual como a un violador http://t.co/8Db2HxUy,N,AGREEMENT,política,train
4186,ID:169529805056913408,Mi nueva cancion d BRAVA #MeVoy con @EspinozaOficial ya a la venta en @iTunesMusic http://t.co/xrqNJG3y,P,AGREEMENT,música,train
4187,ID:169532726133800962,le gusta Everything You Do de Luther Russell  en Ping http://t.co/Lcagi8Yb #iTunes,P,AGREEMENT,música,train
4188,ID:169540073338044416,Mañana pregunto al gobierno sobre la involucion laboral. Fraude y Expolio para expropiar  las rentas salariales.,N,AGREEMENT,política,train
4190,ID:169549869462196225,"Para disfrutar no sólo del sexo sino también de su misterio hay que ser, además de voluptuoso, curioso, inquieto, un poco desasosegado.",P,AGREEMENT,otros,train
4191,ID:169554629137399808,"Buenas noches a todos, que descanséis :-)) #Twitteroff",P,AGREEMENT,entretenimiento,train
4192,ID:169559608657055747,RT: “@graciadelcielo: Me propuse para este San Valentin salvar mi matrimonio. Da clic en archivo &gt; Guardar como &gt; mi_matrimonio.doc ¡listo!”,P,AGREEMENT,política,train
4194,ID:169573105520476160,"RT @Majo_eltren: @Los40_Spain quiero escuchar #GeneracionPerdida del disco #Positive Generation, Voces x un ... http://t.co/MOyaNTvd",P,AGREEMENT,música,train
